Area_sqft,Bedrooms,Bathrooms,House_Age,Location_Score,Price
892,3,4,26,2,2800433
2287,2,4,21,2,7259994
1344,1,3,18,6,4307059
3778,1,3,4,3,11873562
2757,5,1,1,1,8561938
1638,3,4,6,2,5450109
1145,2,2,2,7,3980661
3822,2,2,16,4,11891496
2766,1,4,29,2,8540195
2954,5,4,23,8,9792517
1966,1,4,23,4,6159808
1877,1,3,2,4,5915075
3435,5,2,12,2,10556931
3105,3,2,6,1,9573023
3097,2,2,24,1,9334594
641,3,4,23,3,2052104
3159,4,3,2,6,10354971
1000,4,4,14,7,3614222
1339,4,1,28,9,4693955
3249,5,1,17,5,10436858
2182,1,2,28,9,7230157
2065,3,4,9,8,7139989
2546,2,1,22,1,7653758
2030,4,1,6,3,6303769
1095,3,4,8,8,4010369
2404,4,3,4,9,8017375
780,4,4,19,4,2622268
923,2,4,7,6,3350916
3403,5,3,13,4,10885318
769,1,2,3,9,3073835
653,5,2,19,2,2413821
3161,3,2,27,6,9835305
2250,5,3,13,3,7263339
1161,3,1,11,4,3955640
2467,3,3,1,2,7782398
582,1,4,12,8,2314807
3494,2,3,0,8,11272585
3446,1,1,19,1,10295833
1949,5,1,6,6,6608609
1798,3,4,27,1,5448322
2831,4,2,24,6,8843503
1479,4,1,8,7,5160026
2720,3,1,27,2,8051310
3898,1,1,25,9,12263740
3634,2,4,16,8,11662199
3644,1,1,20,9,11689445
3310,3,2,22,4,10286501
2159,3,4,12,4,7122662
1898,2,2,22,8,6086206
1132,5,1,9,1,3480764
2031,5,1,15,8,6819668
1286,2,2,5,7,4553269
3490,5,4,15,7,11289099
3559,4,4,10,9,11632651
897,5,2,25,7,3230048
1643,5,1,19,2,5117498
1433,5,3,2,1,4550710
1960,4,2,27,1,6068531
2352,5,2,28,7,7568558
3223,4,2,8,5,10214330
3483,2,1,14,4,10923562
3012,1,4,27,5,9398704
785,2,1,12,6,2909767
764,1,2,9,6,2867950
2867,2,1,19,1,8825189
3220,1,1,23,2,9725223
3947,1,2,12,3,11990162
3367,3,1,16,4,10391229
2636,1,3,6,6,8273521
2177,1,1,27,9,7101035
1726,3,1,5,2,5350331
1320,5,4,12,8,4672474
2262,5,4,27,9,7558579
3548,3,2,16,2,10674687
2881,4,2,14,9,9356550
2769,1,4,3,7,9162906
540,1,3,27,9,2083484
2231,3,1,14,6,7355619
567,3,3,13,2,2097435
1487,4,3,20,8,5029296
2299,5,4,10,9,7722225
3061,2,2,23,8,9567828
2121,5,1,3,2,6815463
2155,1,2,2,8,7270856
3698,3,3,1,3,11667967
1778,4,3,19,3,5887577
1194,5,2,26,9,4480518
3587,4,2,9,9,11768318
3024,5,4,29,9,9967196
1585,1,2,12,4,5150409
3428,2,2,19,7,10951431
2979,4,4,28,8,9721156
2193,4,2,25,5,7057060
2815,2,3,20,1,8727606
1558,4,2,28,9,5486189
1278,4,1,22,6,4280604
993,5,3,24,3,3223860
2085,5,4,17,3,6744551
1992,2,3,20,1,5913634
2290,1,4,15,8,7559709
1160,4,1,10,2,3927623
1848,1,1,9,1,5493992
1827,2,3,8,7,6219513
1799,2,2,11,9,6223473
2486,5,3,29,6,7997826
3560,4,3,28,8,11468844
2544,3,1,18,8,8144960
3772,2,4,0,9,12063410
2428,4,3,17,7,7919802
1847,1,2,13,9,6411881
1558,5,1,21,9,5397775
1476,1,3,20,1,4503083
981,2,3,0,6,3568244
1227,2,2,16,8,4103684
3027,1,3,10,9,9908031
3636,2,3,19,4,11189898
1531,4,3,27,2,4992396
3872,2,3,14,9,12479923
842,5,2,3,9,3631239
1947,4,3,14,8,6614360
2879,3,3,21,3,8922579
2985,2,3,21,5,9267510
2721,2,1,25,2,8104261
3106,5,2,13,3,9599068
1026,5,1,21,1,3313257
2396,1,1,0,4,7683005
1158,1,2,25,5,3869631
2573,1,1,8,2,7966761
1319,5,1,26,3,4372474
3152,1,1,6,6,10131799
905,1,2,22,6,3097236
2779,3,3,10,7,9120394
3080,1,4,22,9,9708055
2073,2,4,1,4,6903481
2311,5,2,1,5,7555615
1004,4,4,5,2,3374255
678,3,2,22,6,2616676
631,5,2,18,4,2379675
2346,5,4,28,5,7432376
1978,2,1,19,7,6218933
2895,1,3,13,6,9006979
3087,2,4,27,8,9696047
1271,1,4,2,6,4257137
1929,1,4,6,8,6610567
2623,5,4,6,4,8408851
1078,1,2,3,7,3693482
3401,3,2,28,3,10492627
2015,3,3,22,1,6202723
693,3,3,4,9,3080898
2507,5,4,16,9,8269363
1685,2,4,25,6,5594229
2894,4,4,3,2,9018889
3498,1,3,22,8,11208234
1884,4,4,12,6,6221951
2292,2,1,15,7,7452050
1610,2,3,15,1,4903227
3833,5,1,1,3,12196069
2761,3,4,17,1,8616558
2436,3,2,0,1,7530159
3120,2,1,17,1,9383124
1279,5,3,25,4,4143934
761,5,1,29,7,2640691
1229,1,3,7,7,4329252
782,3,4,10,5,2785697
1990,2,1,23,6,6526260
3951,4,2,23,2,12119027
861,3,1,14,5,2839712
940,1,2,15,7,3340932
2640,5,3,16,9,8718655
2144,2,4,16,6,7065689
3300,3,4,11,4,10480348
1366,4,2,9,3,4336268
1947,1,3,19,9,6544562
641,1,4,5,7,2492383
1814,3,3,7,6,6144982
1955,4,2,12,7,6587903
3296,1,2,1,8,10614724
2375,2,1,28,5,7410736
2347,1,4,18,3,7215755
2212,4,4,21,3,7170084
3200,5,1,9,2,10040580
1200,5,2,3,8,4528757
1497,3,2,11,1,4883341
2596,4,2,17,8,8658668
1825,1,2,6,3,5656842
1380,1,3,19,9,4900117
1713,5,4,23,2,5345369
1659,5,4,23,9,5719533
1054,2,2,22,6,3405521
903,5,2,25,1,2890556
1391,2,2,24,5,4531251
3412,1,4,3,9,11193118
1101,2,4,6,6,4139044
2330,2,2,9,7,7447448
840,3,3,25,4,2910082
2468,5,1,14,1,7611185
1203,2,1,11,5,3918262
817,1,1,0,2,2674707
3165,4,4,19,8,10268243
1886,2,4,17,4,6053237
2929,5,1,24,1,8900894
2780,3,1,15,7,8754934
2300,1,3,4,2,7307670
1867,3,4,18,3,6115348
2072,4,4,3,9,7304631
1316,2,1,5,9,4697391
1052,2,3,25,2,3351013
1355,5,3,16,3,4545979
2312,2,1,6,9,7696827
3366,1,1,23,1,10004869
682,4,4,22,2,2323370
3612,3,1,6,2,11292720
2074,4,2,8,3,6529209
896,2,3,12,3,2895299
2227,3,1,19,2,6675933
3326,5,2,13,8,10654579
2017,4,3,15,8,6761642
1406,3,2,22,8,4765958
1856,3,2,8,2,5758177
2674,3,1,14,9,8876863
500,1,3,4,7,2311750
3739,4,2,17,5,11898990
518,3,4,20,7,2018018
3903,4,3,19,8,12586983
1083,3,4,7,9,4117658
955,5,1,14,2,3260689
3504,5,4,20,6,10974566
2536,5,3,24,9,8452471
1632,2,2,8,6,5322489
3839,3,2,18,2,11844499
2992,2,3,28,1,8863940
3811,4,2,25,3,11614731
2452,2,4,21,5,7679382
3872,4,2,5,7,12381674
3149,4,2,3,3,9926447
2650,4,4,10,9,8916538
1487,2,4,28,4,4927009
3821,3,4,9,2,11655129
1019,2,1,2,3,3232845
3724,3,4,0,5,11736449
1358,3,4,11,3,4547380
673,4,1,22,5,2486883
1866,2,2,14,4,5927244
3552,3,4,14,3,10984745
2978,5,3,20,6,9588669
1226,3,4,13,8,4289171
2210,5,4,25,4,6979179
2375,2,1,6,9,7780022
3397,2,3,16,6,10642696
2181,2,2,23,5,6776906
1847,3,2,18,3,5668930
1489,1,3,6,5,4917680
3186,3,4,27,5,9822649
919,3,1,2,4,3240528
1093,4,3,29,6,3622503
3032,4,3,2,3,9594196
2274,3,2,25,1,7055803
2959,5,1,24,7,9348875
1435,4,3,28,7,5066743
1607,3,1,17,4,5105139
1636,1,4,29,9,5354538
831,5,2,19,2,2620455
3949,2,4,21,1,12005547
3202,3,1,13,3,9711243
2588,3,4,2,7,8502793
2293,5,2,27,9,7787515
1458,4,1,25,2,4383231
604,4,3,29,6,2166648
701,4,4,25,3,2532203
2997,2,2,6,5,9475939
2342,5,3,6,9,7883778
2366,5,2,4,3,7750621
2496,4,1,2,1,7638283
1789,4,1,17,5,5675853
1409,1,4,14,1,4192001
709,1,2,19,8,2469700
1062,3,2,13,7,3991134
3689,3,2,28,2,11156219
3260,5,1,3,9,10790483
3948,5,4,26,5,12418126
2063,2,2,23,7,6671692
1270,2,2,7,4,4408522
3655,1,3,28,1,11021687
3001,3,2,20,8,9731074
3214,1,4,12,1,9835510
1128,1,3,21,3,3560745
2128,3,3,7,6,6863044
2201,2,3,14,8,7423817
886,3,1,16,8,3281833
2435,4,3,4,2,7737556
3921,4,2,19,9,12703141
2843,4,1,3,4,9067479
2805,5,1,10,4,8788725
1604,2,1,17,2,5020156
767,2,1,9,1,2566657
2966,5,1,16,7,9450585
2782,1,1,29,3,8192694
2356,4,1,14,4,7443460
3882,4,3,5,9,12751904
2498,1,4,22,6,7947440
3533,3,2,20,1,10536835
1880,3,2,15,9,6575921
1736,2,3,14,9,5961470
1073,5,3,7,5,3712186
548,2,1,8,8,2264617
1650,3,4,10,7,5727130
722,1,1,26,8,2702535
3468,2,3,1,9,11194858
3850,4,1,26,2,11846343
1931,4,2,12,5,6156401
2028,1,2,3,8,6681764
3865,3,1,26,3,11608611
2319,4,4,8,6,7761346
2824,4,1,4,6,9116440
1961,5,1,18,7,6552891
1630,2,4,21,3,5260279
2181,3,4,2,8,7321121
2967,2,4,29,8,9384944
3158,3,2,20,9,10235556
874,4,1,2,8,3355765
2620,5,3,5,3,8268535
2521,2,4,27,6,8182472
1553,4,4,9,9,5589165
3759,3,1,4,1,11699723
3935,2,3,29,3,12137617
2389,2,1,24,2,7130056
2323,4,1,2,8,7866619
1974,2,4,21,6,6397977
2742,5,4,23,8,8885870
1679,5,2,6,2,5341366
3743,4,3,21,6,11712836
3394,3,3,29,7,10579814
1564,4,4,17,8,5628429
3634,5,4,22,9,11794119
2570,1,4,7,5,8065185
859,1,3,0,3,2836398
3646,2,2,24,2,11079326
3107,2,3,3,8,10007682
3219,1,4,23,1,9588593
2541,5,4,25,6,8190499
1641,2,2,6,2,5100518
2135,4,1,13,3,6595535
1903,4,1,12,8,6338626
2443,5,3,9,1,7860334
1178,2,1,22,6,3898762
3861,4,1,17,3,11954204
2987,2,3,0,6,9575679
3480,2,4,3,3,10758560
506,4,1,27,8,2083285
3767,1,4,15,5,11625610
2968,4,3,15,4,9366848
2091,5,4,17,9,7167936
1332,3,4,7,5,4627381
3764,4,3,9,4,11654970
3106,2,4,15,8,9987282
3719,2,1,22,8,11521088
2310,4,1,23,8,7351683
3773,3,1,10,4,11905178
1413,4,1,5,1,4666775
2511,3,4,0,2,7986320
1942,3,1,29,4,6052608
1950,5,4,28,2,6096624
3554,2,2,28,3,10960933
2002,2,4,11,9,6861179
625,3,1,24,9,2345321
2942,2,2,5,9,9756709
1316,1,3,27,7,4293454
3428,3,4,12,4,10748933
2329,2,1,25,1,6922236
1075,1,1,16,3,3262095
2872,5,1,0,8,9419610
1915,2,3,7,4,6171035
1429,1,2,21,2,4160532
1963,4,2,7,8,6613527
3775,4,1,23,7,12005607
1332,1,4,10,9,4839950
1554,3,1,13,2,4895289
3959,3,1,23,5,12279600
2148,2,4,9,6,6867413
2400,4,1,14,2,7257085
1957,3,3,6,2,6190009
3384,3,1,6,4,10402563
3473,4,3,9,8,11348719
1899,5,1,3,5,6391605
3915,3,2,24,9,12217386
942,1,4,27,4,2966244
2622,2,2,17,3,7960150
1056,3,1,26,8,3658644
1678,3,1,24,1,5247197
2537,5,3,9,9,8532343
862,1,1,18,4,2776882
2995,2,1,13,9,9546566
1757,3,1,12,8,5885210
2341,2,2,14,3,7217549
2809,4,3,15,3,8800441
2350,3,2,1,9,7891718
2672,3,3,28,3,8059812
1410,4,2,3,4,4668958
744,5,1,20,9,3135325
1041,3,2,17,4,3559772
3032,2,2,28,3,9045486
2669,1,3,16,7,8728078
2672,2,3,9,6,8657290
2072,5,2,26,1,6462410
2717,1,3,20,8,8871412
623,2,3,8,1,1930557
3606,2,3,14,4,11214033
3658,4,4,27,6,11522803
3193,5,3,11,6,10304330
2231,4,4,20,7,7194494
1285,1,4,27,5,4266630
2543,4,3,26,5,8083508
2748,5,2,25,4,8485635
2916,3,3,8,6,9319197
1296,3,1,13,7,4321814
576,1,2,12,1,1736141
558,3,4,27,9,2251363
2978,4,4,25,8,9487162
3185,1,2,5,7,10207364
2023,5,2,18,9,6821083
2436,1,3,3,3,7480590
2656,1,4,19,4,8384994
3555,2,1,16,7,11362235
1801,2,3,18,6,5980374
567,1,2,2,2,2038202
3640,3,4,28,2,10979837
3736,2,2,13,7,11686397
2852,5,2,16,9,9490183
2432,4,2,12,9,8183903
3221,2,3,8,7,10324892
864,1,1,26,8,3122478
1320,3,1,0,3,4218525
1902,4,4,24,1,5827681
2890,2,2,16,7,9099194
1446,3,1,15,8,4937515
3446,3,2,17,2,10614116
2077,3,4,1,9,7070936
1877,1,2,13,4,6084847
1939,5,1,21,9,6481877
3680,3,2,22,3,11366663
1261,4,1,26,8,4527561
840,2,4,16,2,2908008
3489,4,2,2,3,10807881
882,1,1,1,1,2887876
1503,1,4,7,5,4972745
2056,4,2,24,4,6383909
799,5,4,28,1,2650271
638,1,1,1,9,2474720
858,1,2,1,6,3265259
1335,4,2,25,6,4662987
2022,1,2,8,2,6117940
3956,5,4,29,7,12711369
2127,5,4,19,9,7147762
2482,5,1,20,6,7985584
1803,2,3,28,8,5918091
3030,5,2,26,5,9419833
1408,5,2,24,2,4544350
1634,2,1,5,4,5445615
3413,3,2,25,1,10451313
2686,1,4,11,1,8305880
1495,5,4,24,6,5274081
2982,1,2,8,2,9084043
3056,4,2,6,6,9956721
2820,1,4,29,1,8512989
3670,2,2,11,3,11236003
2651,1,4,25,9,8737846
1737,1,3,24,2,5431838
2284,1,3,4,8,7635686
3309,3,2,15,6,10610454
3334,3,2,4,6,10497155
664,4,2,11,7,2615491
1498,2,4,23,5,4841180
3067,1,3,25,4,9298613
1807,1,3,19,6,5707938
3064,1,1,8,8,9703163
1156,1,1,22,4,3768642
3160,3,2,6,5,10053861
2711,4,4,28,7,8555751
2409,5,2,18,6,8000305
2546,2,3,19,4,7969818
2611,1,2,22,4,8137534
3662,4,2,10,4,11629357
1640,5,3,26,1,5013712
2389,4,3,29,5,7432403
766,3,3,20,8,3057003
2345,5,3,11,7,7719124
2208,4,1,2,5,7144940
3711,3,4,16,3,11597244
2793,4,4,6,1,8747356
2942,4,3,21,7,9640494
2010,5,4,9,3,6758936
975,3,4,22,4,3344179
1476,1,4,14,5,4989668
1707,2,4,29,8,5593757
1543,5,3,1,7,5399049
2460,3,2,12,9,8009974
1057,4,2,27,3,3383550
1517,3,2,3,1,4941912
2105,2,1,17,1,6371468
1382,2,4,23,1,4361688
2694,1,3,22,2,8132856
1165,1,3,0,2,3626774
3875,2,1,1,7,12246040
3167,5,3,1,9,10413678
2271,5,2,3,8,7825279
3367,4,1,2,4,10446158
1363,1,3,16,2,4120587
1081,4,1,27,3,3635331
3570,1,1,13,5,10904317
1194,2,3,1,9,4273371
1751,5,2,15,8,6189370
3673,5,3,10,3,11615499
2110,2,4,24,9,7185100
3988,4,4,12,3,12403447
1739,4,3,0,8,6050538
2954,3,2,24,1,8925491
898,1,4,22,4,2985429
2446,4,4,1,4,7890126
1214,2,3,1,6,4110338
1203,4,3,20,2,3832079
3308,5,3,28,7,10603621
3046,1,1,4,5,9572743
2214,3,1,3,6,7356567
2472,1,1,11,6,7984117
3521,5,3,25,6,11224380
581,5,2,25,8,2354440
1103,5,4,28,4,3826983
2470,5,1,27,8,7947537
2210,2,2,2,9,7376902
2546,3,3,19,4,8181195
3319,5,1,9,1,10039139
1402,5,3,19,3,4569213
864,4,2,17,1,2947458
662,3,1,20,7,2627406
3619,1,1,20,1,10759776
3058,3,1,20,4,9396959
3900,3,1,26,1,11779119
2363,3,2,26,2,7140616
615,5,1,9,1,2004984
3488,5,4,0,5,11137366
2884,2,4,5,7,9364395
1380,1,3,10,3,4355491
3284,4,1,1,8,10532382
1339,3,4,6,5,4728070
2694,1,4,19,5,8373538
1846,1,4,20,5,5836117
2990,2,2,20,8,9625477
3384,4,1,20,2,10421086
1536,3,2,17,2,4829292
1442,4,2,20,8,4880397
2224,2,4,18,9,7382905
2834,5,4,3,2,9046062
3267,1,3,12,4,10234674
1637,3,1,17,8,5378060
3027,5,1,19,2,9212292
521,2,4,28,4,1843630
3920,4,4,24,1,11796104
2249,1,1,23,2,6559634
1182,3,3,12,7,4217282
3453,5,4,29,1,10577753
2333,5,3,26,1,7253432
2867,1,2,27,2,8616600
625,4,4,18,4,2189253
776,2,2,16,7,3061772
2499,4,4,0,4,7984005
1727,4,2,5,5,5834583
2741,4,4,18,4,8814968
1195,1,3,19,4,4004846
1809,1,3,0,9,6296673
556,2,3,7,6,2085798
3874,4,2,16,3,11927373
3734,1,3,20,6,11477267
518,2,2,21,7,2246110
3941,2,4,14,7,12271846
2811,4,2,17,8,9006571
3341,3,4,6,4,10649625
612,4,1,15,1,1925908
3898,3,1,6,6,12116154
1041,2,1,16,8,3685248
3194,1,2,3,5,9986447
1078,5,1,11,3,3683372
1588,2,1,12,4,4892048
3863,1,1,3,8,12076386
524,2,4,20,6,2046408
2072,4,3,0,5,6815794
2548,3,2,0,9,8645857
3458,2,1,6,3,10626863
2072,1,4,8,7,6748481
640,4,3,0,9,3017043
2267,5,3,15,4,7211217
1147,4,3,17,3,3893119
2735,3,4,21,1,8424985
3699,4,1,14,9,11745247
700,5,3,5,1,2405295
3698,1,4,1,2,11625189
756,2,4,8,9,3197249
1046,3,2,3,5,3562645
2741,5,4,12,4,9005435
3250,3,3,22,9,10567290
3675,4,3,21,9,11821846
3836,3,4,10,2,12065084
1301,5,3,12,3,4484438
1441,2,4,10,3,4845740
3955,2,3,18,5,12478649
3831,3,2,7,3,11700612
913,1,1,6,6,3053120
2514,3,2,24,2,7654076
1881,4,2,15,6,6044294
1598,2,1,2,6,5248300
3926,2,3,16,2,11989168
1409,2,1,17,6,4791263
687,1,4,27,6,2594240
2515,1,1,26,6,7760496
1813,5,2,14,5,5844615
2592,3,1,27,7,8047863
2630,3,3,16,5,8418571
1646,4,2,10,1,5022469
857,2,4,4,9,3369101
2051,1,3,15,3,6352256
1589,4,2,14,2,5208590
3483,4,4,9,6,11081613
2180,1,3,13,8,7097456
2922,3,4,1,2,9182247
661,2,1,15,4,2136872
3951,3,1,18,2,11845208
3929,4,4,7,9,12735517
3759,2,1,14,2,11278998
2869,5,4,9,2,9196138
949,4,3,29,5,3295783
1997,3,2,4,5,6539535
1536,3,4,19,7,5112895
2731,3,2,15,1,8180894
2658,1,2,20,2,7875990
2450,4,4,25,6,7783230
3055,2,1,21,2,9081087
1813,3,3,11,4,5969817
2842,3,2,22,6,8955271
3451,1,3,29,7,10852331
1738,2,2,12,5,5734697
1473,4,4,8,8,5346881
1131,5,1,16,6,3956359
2090,1,3,19,5,6730924
1550,4,2,27,4,4864794
3280,5,4,11,6,10629939
3802,3,4,24,6,11808158
2088,3,2,4,6,6705420
2868,2,2,23,1,8607512
3460,5,2,11,6,11046948
3804,3,1,0,1,11521310
2193,3,2,19,5,7030896
936,2,2,27,7,3086953
3328,4,1,15,1,10216131
2056,3,4,29,1,6285670
3974,1,2,11,6,12368589
1576,1,3,8,7,5175456
3884,4,4,12,6,12260763
1804,5,3,16,5,5966252
3273,2,2,16,6,10310916
2578,1,1,3,3,7904398
2884,1,1,13,9,9291278
682,4,1,18,5,2398183
3594,5,2,6,2,11353926
3091,5,2,26,7,10052884
1969,4,3,2,3,6492360
3645,1,1,0,1,10929681
3581,2,2,11,3,11108467
1979,1,4,14,9,6811537
2089,5,2,10,5,6850295
2087,1,2,9,7,6722123
1159,2,4,1,3,3843354
659,3,1,25,4,2173319
3585,1,4,28,1,10920952
3749,4,1,3,3,11697148
2959,3,4,16,7,9574445
1511,4,3,16,4,5063628
552,4,1,27,2,1737754
2955,4,2,29,5,9100459
3394,1,3,7,5,10584162
1545,5,1,22,2,4998600
1553,3,1,13,6,5122010
3250,2,1,23,4,9814890
2807,5,4,28,1,8439319
1728,1,1,3,3,5638841
3630,4,2,5,9,11721193
1994,2,1,28,7,6488576
3323,3,2,18,6,10336696
1989,5,2,26,1,6230629
1535,5,2,28,9,5252359
2450,2,3,23,9,8008365
3861,1,2,3,1,11695293
1349,3,4,2,6,4612294
853,2,1,19,7,2975110
1598,4,4,5,2,5238721
3420,3,3,26,8,10678255
2239,5,1,22,8,7386307
1964,2,2,6,6,6371429
1490,5,1,13,9,5192464
1764,5,3,11,3,5970588
3565,5,3,15,2,10977848
2384,1,4,19,2,7303155
3725,5,1,7,6,11668855
2309,4,1,22,7,7306758
3667,4,1,1,6,11730416
2841,3,4,12,3,8999272
2756,5,3,7,5,8848094
3914,5,2,24,8,12568233
1611,2,1,20,6,5290527
1317,1,4,19,2,4165951
2299,3,4,15,7,7442112
2460,5,2,3,8,8473931
2937,2,3,28,4,8991909
2872,1,1,15,1,8510486
3487,3,1,19,2,10484528
1388,3,4,5,4,4704875
2355,5,3,26,7,7599354
1680,3,1,3,2,5359965
1167,2,2,15,6,4113422
1132,3,3,22,2,3409369
3124,4,3,22,7,9857428
2142,2,4,20,2,6572116
636,1,4,12,3,2088123
2446,1,1,4,9,8216058
2197,5,4,14,4,7099333
927,5,3,25,5,3316222
1975,4,1,7,9,6850208
3159,1,1,6,7,10032130
3458,1,3,13,8,11089834
1318,1,1,6,3,4404273
2688,1,2,21,4,8447169
1606,3,2,6,7,5676011
2724,2,1,22,4,8206559
697,2,4,25,2,2361573
3171,4,2,29,6,10032116
2495,3,1,17,9,8021530
3238,1,2,29,2,9710145
3992,1,4,9,1,12094297
2948,5,3,17,8,9642250
970,5,1,13,1,3208509
2765,4,1,9,1,8556932
2448,1,1,6,3,7710827
1428,4,1,29,5,4503356
2510,3,1,25,9,8336550
3179,2,1,6,2,9625896
3498,1,4,6,1,10880483
1405,3,3,4,1,4719938
2722,1,4,0,8,9058244
522,5,4,13,2,2178907
734,4,3,17,9,3047595
3584,5,4,12,9,11578645
1624,2,2,24,2,4831551
1428,5,4,7,3,4848570
1022,1,1,7,2,3302984
2308,5,2,9,6,7500069
930,1,2,16,7,3433134
1292,2,3,5,6,4344105
2129,5,4,14,3,6687699
2236,4,4,14,3,7352138
1032,4,2,24,2,3275608
3526,4,4,15,2,11087344
2246,5,4,7,5,7612950
2175,5,3,18,8,7259670
1816,5,2,19,6,6057547
3357,1,1,14,9,10622473
1412,2,2,2,5,4726846
1624,4,3,5,4,5425456
2025,1,3,29,9,6694966
1827,4,3,24,5,5826585
3418,1,4,7,1,10356420
3087,5,2,15,5,9891196
1523,4,4,14,5,5047574
2076,5,4,12,5,6823171
1878,4,2,25,2,5845224
3874,3,3,19,6,12071879
2019,1,1,14,5,6460695
2181,3,1,17,2,6582915
2497,1,2,12,8,8170805
726,2,2,23,6,2573619
1759,4,3,7,3,5886647
1372,2,2,13,9,4736406
1391,2,2,27,4,4374686
1978,1,3,10,3,6282043
1536,3,3,5,7,5394575
2757,5,4,29,8,9003282
3288,1,2,23,7,10437074
896,5,1,24,1,2757603
1623,2,2,28,1,4905697
2578,5,1,0,5,8585678
3445,3,1,24,8,11079048
1148,1,1,1,3,3690257
828,3,4,29,8,3038564
3737,3,3,12,3,11575310
1982,1,3,0,4,6274859
1451,3,4,23,7,5064774
2505,4,3,23,3,7826896
2516,4,4,26,4,7919656
3671,4,2,3,8,11664076
3168,5,4,23,4,9897868
2378,3,3,22,9,7824211
1696,1,3,28,4,5275682
2272,1,2,1,4,7204774
661,5,4,20,5,2630041
2251,1,2,29,1,6626607
1275,4,1,25,7,4238343
3834,3,4,19,9,12422849
2327,1,2,15,9,7595270
2821,1,2,2,1,8825014
3574,2,3,16,6,11389539
1551,2,4,4,3,5088185
2873,2,1,25,4,8974944
1439,3,1,7,8,5144904
3720,4,4,11,4,11698912
1039,4,4,24,8,3760476
3035,4,2,22,4,9562420
1321,3,3,11,9,4659913
1961,3,3,26,6,6478752
1588,2,3,0,1,4872348
855,1,4,0,2,3033822
3823,5,3,14,7,12169024
734,5,2,16,7,2811369
2774,1,4,1,3,8547318
2048,2,4,16,1,6458498
3884,1,3,19,8,12320155
2596,1,1,25,7,8233931
617,5,1,8,8,2835430
2601,2,2,11,1,8119304
2173,3,3,3,3,7145176
3112,5,3,12,2,9701127
1567,3,4,3,1,5220449
2600,2,4,6,5,8426366
1057,1,3,13,3,3506896
3673,4,4,26,8,11716983
2315,4,3,8,6,7821489
2505,2,2,22,9,8292650
3415,4,4,0,9,11270922
897,3,3,0,6,3583526
3709,4,4,19,2,11345328
1174,2,2,3,9,4295610
886,2,4,0,2,3142801
2658,3,3,21,3,8140119
3161,4,4,9,6,10286635
2564,4,4,1,2,8095010
3753,1,3,26,5,11521503
1383,5,1,20,2,4317801
1040,2,4,23,4,3444547
670,1,4,14,3,2409324
2956,2,2,2,5,9483684
1239,1,1,24,6,4019587
1901,5,2,22,7,6145943
3759,1,3,8,8,11887730
3405,2,3,16,9,11021055
2777,4,2,20,4,8741481
618,2,4,27,4,2269144
3727,3,1,12,7,11645305
3331,3,2,2,9,10680479
3012,3,2,3,2,9196112
2651,3,3,3,6,8814719
3245,5,4,10,8,10638684
2495,4,1,27,5,7862548
2205,4,2,6,5,7056809
2222,2,1,25,8,7216462
2722,1,1,10,1,8063205
3292,2,2,23,6,10279676
2197,2,1,10,9,7505773
1944,2,3,9,6,6379170
3705,2,4,4,7,11770947
3962,4,4,12,4,12522970
2259,1,4,28,1,6708201
2024,2,3,11,9,7006835
1164,4,3,9,6,4088558
532,2,3,6,3,2145069
2602,3,4,18,4,8274713
3066,2,1,18,6,9641367
3303,2,3,18,6,10295320
2559,5,2,11,9,8666545
2051,3,3,19,4,6423236
1219,1,2,21,5,3989879
3102,2,4,14,5,9665702
2920,1,2,4,3,9086945
983,3,3,23,2,3081184
1472,2,3,29,8,4825297
3799,5,1,13,9,12402471
3170,4,4,11,9,10629592
806,5,2,28,5,2780011
956,5,4,20,9,3726021
2707,4,3,10,4,8574918
830,4,1,27,2,2482353
3323,4,3,4,3,10281430
724,2,3,15,1,2274400
3530,1,3,29,5,10787223
3276,1,2,25,1,9741691
1979,4,3,17,1,6258628
3616,5,4,11,7,11597506
3785,3,4,26,2,11513736
1582,4,1,26,8,5263852
1143,5,4,4,6,4248939
1115,5,3,15,4,3693604
694,2,3,11,9,2774385
988,2,4,22,8,3421762
2704,1,1,1,3,8598416
3157,1,1,29,3,9450837
1749,3,4,28,4,5571798
2959,3,2,5,9,9700115
3776,3,2,22,9,12031530
1602,3,2,20,5,5362374
1647,5,2,24,9,5647628
3018,5,4,29,6,9765235
1741,1,1,3,8,5797919
1015,2,3,29,8,3505731
2125,2,3,29,7,6640004
1627,4,4,12,4,5411028
892,5,3,9,4,3421870
1130,3,2,16,6,3861882
2347,3,1,13,9,7783796
3155,4,4,23,7,9920247
1479,2,1,14,5,4986046
933,3,4,7,5,3259995
3902,2,4,22,8,12467567
3714,4,4,23,6,11732419
3087,2,4,17,1,9426349
777,2,1,2,1,2387969
732,2,3,24,9,2942196
2052,3,4,16,8,7017358
2094,1,2,23,6,6681983
1613,5,4,23,1,5059391
3770,2,1,6,2,11539613
2909,2,4,12,3,8960858
525,2,2,29,3,1530765
3596,1,1,26,2,10711538
1917,4,4,15,2,6218428
3054,3,2,4,6,9914178
3872,1,1,3,7,12296305
3910,2,4,25,4,12031883
2814,1,2,9,1,8590543
960,1,1,12,6,3153565
3003,1,4,9,7,9777458
3931,4,1,13,4,12384522
1591,5,2,25,6,5287698
1506,3,4,21,9,5293839
